10000 100000
32 9304 734
32 8105 547
32 5424 37
32 7826 723
32 7585 209
32 8590 567
32 9840 743
32 2136 749
32 5064 189
33 9585 235
33 7107 748
33 228 12
33 1543 313
33 3072 732
33 6488 181
33 4857 574
33 7646 625
33 4297 761
33 4462 365
34 3596 200
34 2206 190
34 8370 202
34 5954 442
34 6810 143
34 7994 729
34 7334 917
34 3646 146
34 7963 364
34 8647 790
35 2874 691
35 1799 989
35 7105 606
35 5428 139
35 8770 995
35 3939 484
35 3771 540
35 3476 978
35 3791 258
35 3223 948
36 6091 944
36 6156 363
36 5892 302
36 9251 383
36 7401 615
36 7275 322
36 989 686
36 3507 852
36 2066 649
36 7610 40
37 9854 712
37 4264 448
37 8243 526
37 6425 811
37 3271 700
37 2999 405
37 8972 861
37 4317 362
37 2820 47
37 5293 726
38 5854 906
38 7245 943
38 1361 413
38 2247 476
38 3459 754
38 7034 120
38 1577 753
38 7700 622
38 888 612
38 9101 299
39 2032 332
39 9877 408
39 4496 905
39 7492 870
39 3084 301
39 3279 914
39 8958 314
39 8397 541
39 3475 217
39 6933 692
40 7704 696
40 3880 212
40 5602 186
40 5532 417
40 938 778
40 8096 849
40 2713 266
40 3249 457
40 3988 508
40 1319 438
41 2107 967
41 8314 229
41 6487 894
41 7185 123
41 457 930
41 4608 178
41 7350 402
41 2135 920
41 7072 981
41 2171 431
42 3331 698
42 7185 101
42 2002 569
42 4709 787
42 9887 955
42 2879 532
42 1146 700
42 1777 561
42 9727 163
42 3962 25
43 6045 155
43 6217 698
43 6172 889
43 2774 132
43 9352 574
43 1959 161
43 2019 169
43 2345 661
43 8469 466
43 9964 435
44 2563 739
44 2651 762
44 7496 293
44 619 81
44 3244 689
44 3156 343
44 9796 110
44 5519 277
44 4631 498
44 8131 928
45 4615 484
45 927 658
45 5508 184
45 6635 646
45 6740 510
45 1560 623
45 2602 398
45 9478 623
45 8445 118
45 8766 674
46 574 57
46 7252 271
46 2475 682
46 2695 869
46 5579 262
46 971 556
46 9228 895
46 1259 722
46 5549 538
46 5805 774
47 7659 210
47 113 147
47 2278 866
47 2877 535
47 1609 856
47 1372 401
47 8463 448
47 3357 242
47 6135 889
47 3302 257
48 699 224
48 682 667
48 8032 761
48 3032 565
48 2505 928
48 1315 838
48 1340 48
48 5590 64
48 6486 561
48 2398 680
49 8944 157
49 9495 800
49 9931 450
49 5944 537
49 8630 754
49 6094 956
49 6868 622
49 9929 955
49 5780 542
49 2069 599
50 7055 434
50 1880 671
50 4905 491
50 7109 281
50 553 130
50 9582 465
50 2883 857
50 611 744
50 1637 510
50 1322 296
51 3735 924
51 7461 430
51 3531 85
51 5984 549
51 5214 477
51 6762 558
51 517 209
51 2996 564
51 9358 17
51 8072 893
52 4065 115
52 8471 67
52 1550 424
52 8258 14
52 3215 983
52 4160 183
52 6280 519
52 1693 107
52 2234 916
52 5739 231
53 5184 762
53 8404 393
53 6845 985
53 4249 246
53 7927 733
53 1220 63
53 1040 875
53 1819 696
53 509 697
53 497 977
54 7941 841
54 5593 362
54 6415 2
54 7157 389
54 2379 904
54 1000 974
54 6296 195
54 8086 990
54 8066 920
54 7029 487
55 2968 556
55 2185 63
55 2698 19
55 9662 301
55 3923 114
55 3404 831
55 6246 753
55 5317 627
55 2562 195
55 8246 168
56 2146 876
56 8195 152
56 59 364
56 8578 227
56 6498 267
56 4148 763
56 2299 986
56 2555 566
56 7012 602
56 1664 74
57 9272 120
57 1825 588
57 7464 546
57 9837 407
57 4449 278
57 1630 796
57 1391 900
57 5565 48
57 7881 483
57 1103 125
58 1035 135
58 133 376
58 2786 104
58 9756 658
58 5588 358
58 8607 121
58 1114 984
58 9539 390
58 8666 89
58 6999 852
59 809 560
59 761 144
59 9718 516
59 4339 447
59 8662 996
59 3999 487
59 503 849
59 956 707
59 1788 726
59 3940 763
60 2067 410
60 7917 952
60 6454 563
60 1513 43
60 1236 163
60 4998 144
60 4619 945
60 1608 302
60 7680 378
60 528 504
61 7620 535
61 1944 93
61 5800 101
61 2599 4
61 907 638
61 2632 192
61 9763 734
61 1215 989
61 3788 928
61 6669 199
62 9354 594
62 5807 897
62 3276 52
62 2207 744
62 2829 220
62 8711 926
62 8746 707
62 4420 950
62 8941 740
62 5103 327
63 2079 357
63 6807 273
63 9901 158
63 900 924
63 2521 787
63 5791 579
63 6334 819
63 4271 553
63 9701 666
63 4131 557
64 6845 959
64 5689 179
64 3377 85
64 3752 807
64 4030 600
64 2733 83
64 3479 237
64 1189 644
64 4812 753
64 3498 451
65 8089 3
65 776 815
65 5189 633
65 991 514
65 8061 68
65 294 271
65 7521 555
65 1461 340
65 3014 970
65 2382 320
66 6310 468
66 916 70
66 2034 132
66 4516 27
66 4612 106
66 515 832
66 326 847
66 8370 579
66 6903 281
66 519 316
67 2975 347
67 1608 879
67 3478 126
67 4653 370
67 228 642
67 4833 700
67 387 154
67 5103 124
67 8946 403
67 2808 499
68 5261 256
68 4429 330
68 2591 91
68 4608 399
68 6913 309
68 3604 936
68 2732 480
68 3543 311
68 624 884
68 4632 708
69 2354 260
69 301 515
69 53 891
69 7704 105
69 86 729
69 5823 166
69 7197 895
69 5146 881
69 2198 444
69 1532 937
70 2859 276
70 7928 853
70 1599 381
70 3094 432
70 5458 630
70 7702 526
70 2202 974
70 4697 960
70 8092 304
70 2159 324
71 6401 219
71 3864 31
71 2220 858
71 5841 758
71 9076 188
71 8230 821
71 1492 526
71 703 220
71 5571 829
71 4841 129
72 1411 388
72 8061 482
72 1592 954
72 601 964
72 7660 441
72 7771 732
72 4394 100
72 9057 797
72 729 800
72 5558 598
73 9903 575
73 8440 626
73 9618 363
73 2847 294
73 7341 816
73 1312 898
73 4352 420
73 9598 168
73 1601 383
73 576 435
74 3568 203
74 8074 758
74 3594 195
74 54 407
74 7031 52
74 9801 565
74 6719 34
74 2648 978
74 1520 1000
74 160 223
75 2860 424
75 2918 48
75 7856 93
75 7576 776
75 2119 454
75 3205 392
75 5617 643
75 5813 884
75 801 342
75 9765 920
76 9320 320
76 6964 456
76 2179 954
76 2889 848
76 1036 778
76 499 551
76 9189 214
76 2450 836
76 1991 816
76 121 190
77 1239 672
77 2242 115
77 5668 165
77 8064 828
77 3519 678
77 6052 968
77 4496 824
77 9173 362
77 9445 496
77 2412 326
78 9549 669
78 1278 735
78 2906 172
78 5343 906
78 6360 195
78 6377 558
78 614 790
78 9277 26
78 7402 676
78 7772 252
79 2933 460
79 3133 439
79 2444 789
79 4968 6
79 7319 327
79 3034 345
79 4281 675
79 3686 827
79 5301 876
79 8904 180
80 114 831
80 1890 41
80 7743 449
80 5759 94
80 4204 475
80 761 672
80 7232 750
80 2090 228
80 4361 660
80 2958 649
81 4785 306
81 3267 417
81 7547 211
81 5519 556
81 3188 946
81 5786 363
81 5042 275
81 1966 164
81 8936 699
81 6300 8
82 7698 940
82 6259 534
82 6687 571
82 6329 670
82 9451 375
82 7845 320
82 454 258
82 2396 321
82 739 299
82 5878 876
83 8217 139
83 9104 706
83 5559 320
83 2583 101
83 5583 240
83 3170 482
83 9081 355
83 2538 822
83 1589 829
83 6400 285
84 1044 368
84 4946 448
84 9793 244
84 416 932
84 7626 982
84 7137 191
84 182 121
84 1738 221
84 442 580
84 9125 719
85 1223 118
85 8857 442
85 7489 215
85 3816 411
85 2959 378
85 3515 560
85 4311 607
85 9726 325
85 8591 869
85 4423 644
86 4094 612
86 2845 470
86 2238 42
86 5816 142
86 1170 730
86 5952 748
86 1979 11
86 2713 626
86 5718 88
86 2033 747
87 8931 918
87 5829 330
87 4207 96
87 61 545
87 8900 174
87 8039 155
87 7859 348
87 5428 346
87 1261 297
87 8860 709
88 3887 10
88 4725 904
88 112 250
88 7077 283
88 4720 479
88 9163 608
88 380 35
88 2799 638
88 9274 993
88 414 657
89 9887 644
89 7230 423
89 2497 13
89 5260 413
89 1798 369
89 4991 774
89 4320 824
89 3930 585
89 5676 187
89 1752 427
90 8010 606
90 2055 77
90 835 516
90 1978 246
90 3190 135
90 477 94
90 1380 554
90 9935 203
90 6030 536
90 4803 375
91 7923 120
91 9918 652
91 3159 675
91 707 203
91 4352 429
91 931 659
91 9482 359
91 7000 896
91 4621 804
91 6281 296
92 1308 859
92 3505 670
92 7426 359
92 7013 462
92 9904 303
92 5610 472
92 8751 962
92 3941 417
92 3590 845
92 5622 760
93 7346 471
93 7303 734
93 4059 117
93 9723 852
93 1985 580
93 2452 887
93 3184 351
93 6972 340
93 668 408
93 5069 434
94 5948 864
94 9651 352
94 8276 486
94 4238 743
94 926 599
94 4183 559
94 1277 218
94 355 337
94 8381 635
94 3836 88
95 5372 887
95 5456 647
95 9648 627
95 2814 88
95 1497 882
95 5262 707
95 7889 799
95 1344 488
95 6376 404
95 859 834
96 8158 409
96 7144 186
96 4004 970
96 1921 356
96 8854 926
96 8301 605
96 4012 461
96 6400 92
96 2003 384
96 9901 738
97 3552 22
97 9720 309
97 2102 333
97 2591 325
97 4969 61
97 1015 514
97 3128 12
97 744 617
97 6981 121
97 4591 69
98 2773 495
98 6746 302
98 2524 899
98 2570 762
98 1403 1000
98 8223 982
98 7085 996
98 5810 423
98 895 669
98 7364 350
99 3262 421
99 3228 201
99 2563 251
99 7477 628
99 1150 670
99 1619 791
99 9506 559
99 7053 991
99 6954 371
99 2907 416
100 9790 117
100 2395 208
100 6892 190
100 5184 491
100 2492 424
100 7267 566
100 8494 155
100 1335 787
100 2855 37
100 888 70
101 3456 139
101 7296 812
101 9561 978
101 7332 881
101 2980 182
101 9004 276
101 4499 377
101 5713 963
101 6841 929
101 1340 893
102 4675 966
102 6001 902
102 3216 239
102 5104 206
102 5910 756
102 4395 592
102 5519 649
102 6921 491
102 403 651
102 5021 190
103 5682 883
103 8281 474
103 8755 1000
103 3920 549
103 5293 925
103 5421 851
103 8797 527
103 2334 616
103 5329 547
103 8972 612
104 2678 287
104 3165 73
104 3912 661
104 9883 295
104 8735 44
104 9244 314
104 6862 368
104 6026 916
104 3700 534
104 2019 512
105 1319 216
105 4781 375
105 6342 746
105 7327 944
105 7373 324
105 8529 127
105 6626 404
105 5200 777
105 7991 98
105 4024 69
106 3434 495
106 7789 900
106 6830 333
106 8943 743
106 3841 498
106 3660 232
106 5623 757
106 7151 64
106 1617 883
106 2404 325
107 5741 925
107 4162 574
107 3847 672
107 6579 362
107 8714 495
107 815 3
107 7290 14
107 2110 390
107 616 592
107 8493 150
108 3271 571
108 3471 539
108 9862 192
108 3029 930
108 7309 324
108 4227 643
108 2642 581
108 9354 944
108 8732 494
108 8067 428
109 2015 106
109 7247 275
109 1817 322
109 4835 402
109 577 218
109 6662 602
109 6520 874
109 6045 239
109 5490 7
109 2670 642
110 6435 792
110 5345 878
110 4748 578
110 6394 810
110 9948 854
110 7266 514
110 6410 856
110 1176 595
110 3157 167
110 1883 231
111 8339 725
111 2027 321
111 6194 747
111 6927 488
111 8908 480
111 747 758
111 1182 704
111 5643 212
111 5638 571
111 3540 70
112 1857 738
112 2256 839
112 3275 786
112 1557 133
112 8534 574
112 609 70
112 3618 692
112 9289 135
112 6314 300
112 2059 878
113 3800 945
113 772 376
113 6379 917
113 3552 275
113 624 515
113 8771 990
113 4442 647
113 3243 602
113 8438 183
113 804 32
114 2212 460
114 1074 380
114 5128 492
114 1194 761
114 3298 649
114 6403 928
114 7792 2
114 3025 551
114 3048 411
114 9415 262
115 9952 197
115 2603 954
115 9869 925
115 7680 532
115 8534 31
115 5552 32
115 5644 265
115 396 493
115 7932 947
115 4507 142
116 7870 83
116 5338 1
116 2304 308
116 823 29
116 1330 204
116 5554 11
116 7757 579
116 4810 60
116 5648 964
116 5424 368
117 1120 996
117 7540 138
117 5847 808
117 7923 302
117 3752 836
117 5191 654
117 7486 95
117 2345 827
117 9489 588
117 6390 5
118 9005 502
118 6065 401
118 1799 584
118 809 210
118 3373 145
118 8446 837
118 8691 891
118 7229 232
118 3144 64
118 6536 972
119 2111 808
119 7274 815
119 5837 687
119 2885 386
119 2602 68
119 2150 926
119 2673 243
119 340 299
119 9468 609
119 6552 652
120 6510 964
120 5046 49
120 7181 192
120 1115 436
120 1816 937
120 334 374
120 1080 413
120 3024 252
120 128 589
120 2641 44
121 7612 5
121 7888 56
121 2101 366
121 3792 661
121 4107 812
121 1214 954
121 5382 534
121 7504 399
121 8837 961
121 2987 175
122 8138 821
122 7603 226
122 7595 960
122 7994 851
122 2768 10
122 3357 410
122 428 813
122 7924 707
122 8926 144
122 2513 757
123 921 70
123 2500 575
123 3809 87
123 5023 793
123 7158 976
123 7041 465
123 7819 555
123 1662 868
123 7264 556
123 6373 349
124 7568 801
124 4770 716
124 1037 983
124 1696 322
124 8530 438
124 456 855
124 6403 184
124 8279 803
124 9356 646
124 2302 368
125 1016 108
125 935 24
125 2328 15
125 5739 499
125 2946 616
125 4922 93
125 6067 545
125 4118 777
125 6072 164
125 6232 854
126 1460 114
126 8925 878
126 2203 251
126 121 235
126 2915 458
126 5596 962
126 1369 664
126 1975 531
126 788 106
126 3721 899
127 1891 10
127 284 614
127 6263 640
127 7167 709
127 8360 923
127 7872 136
127 7569 17
127 6357 68
127 2824 444
127 323 151
128 155 467
128 5196 924
128 9586 57
128 7088 744
128 7340 796
128 3007 514
128 2606 322
128 1974 787
128 9730 380
128 5726 533
129 7147 225
129 9196 795
129 7811 998
129 5056 383
129 1536 817
129 5847 275
129 2702 174
129 9716 868
129 5608 875
129 8010 905
130 6429 737
130 6518 728
130 4016 411
130 3753 719
130 1310 115
130 1734 317
130 2790 730
130 7864 27
130 5777 785
130 24 30
131 43 746
131 1969 729
131 8992 178
131 3630 382
131 8752 490
131 1614 714
131 5818 1000
131 7427 761
131 7881 425
131 6120 36
132 5727 285
132 4360 331
132 1153 342
132 5305 835
132 6550 55
132 1145 665
132 4432 415
132 9623 596
132 2489 65
132 96 495
133 5245 710
133 7561 821
133 6038 645
133 4383 89
133 4989 243
133 9632 435
133 9117 495
133 5442 645
133 7456 375
133 2883 449
134 9275 537
134 3320 821
134 8085 103
134 1397 469
134 2518 632
134 8070 369
134 9246 10
134 8978 971
134 789 645
134 9019 631
135 2823 185
135 394 483
135 6642 686
135 3615 14
135 7643 677
135 658 51
135 8777 670
135 1653 190
135 8992 62
135 616 174
136 8398 344
136 9018 369
136 2796 519
136 5654 423
136 2112 968
136 9215 26
136 8414 544
136 2926 483
136 3797 448
136 9900 147
137 5072 7
137 7415 807
137 7126 328
137 6356 620
137 6439 247
137 1974 254
137 8939 237
137 6744 68
137 4487 674
137 2599 711
138 3888 178
138 804 759
138 4369 859
138 3500 889
138 3123 407
138 9526 870
138 5000 101
138 8172 306
138 8968 835
138 79 105
139 384 274
139 7923 53
139 8256 916
139 2308 242
139 5323 61
139 2628 94
139 120 101
139 96 177
139 1626 917
139 2866 741
140 2361 912
140 924 498
140 3610 736
140 8222 322
140 5284 768
140 1116 503
140 2871 40
140 7078 754
140 5925 999
140 5072 252
141 9309 49
141 3290 551
141 8878 626
141 1824 257
141 9889 243
141 561 121
141 8980 355
141 1603 331
141 7138 358
141 3598 527
142 5708 453
142 1411 272
142 7881 903
142 8336 846
142 9769 351
142 2287 702
142 9074 648
142 4956 704
142 3779 410
142 7040 935
143 7927 828
143 8103 645
143 2161 401
143 2618 870
143 403 277
143 6357 469
143 8843 334
143 9968 646
143 8065 372
143 3062 38
144 8112 54
144 7961 905
144 9712 342
144 1301 131
144 751 330
144 2754 85
144 9493 765
144 3942 999
144 6456 904
144 1514 661
145 1120 516
145 1 588
145 5445 606
145 5427 857
145 5079 631
145 713 232
145 2123 465
145 7474 280
145 3630 6
145 1518 901
146 4703 156
146 6202 442
146 6100 964
146 6850 76
146 4912 585
146 2489 57
146 4700 83
146 502 207
146 2215 625
146 2673 446
147 3680 685
147 5197 666
147 4620 708
147 1483 78
147 3820 74
147 6491 442
147 7733 755
147 1903 516
147 7215 219
147 4256 427
148 6732 663
148 6976 409
148 8001 701
148 9699 541
148 7788 54
148 5976 985
148 2003 636
148 8336 767
148 3922 25
148 6026 843
149 6362 370
149 4183 677
149 4753 613
149 1132 120
149 7958 613
149 6845 135
149 7425 689
149 3262 411
149 8084 651
149 3772 323
150 1847 127
150 6636 850
150 6589 989
150 5608 539
150 1861 314
150 7098 913
150 5465 717
150 7949 306
150 1065 782
150 2421 66
151 7214 734
151 509 432
151 9333 736
151 6304 956
151 4940 990
151 317 845
151 7464 891
151 2601 267
151 6159 578
151 1903 639
152 1150 90
152 8540 256
152 5188 911
152 6004 113
152 1256 761
152 4933 534
152 3961 865
152 4377 328
152 8106 410
152 1803 67
153 8534 554
153 9928 866
153 7789 443
153 7348 337
153 7700 469
153 3112 760
153 3818 447
153 4041 86
153 8068 423
153 2880 971
154 6995 918
154 8232 77
154 8809 473
154 9895 658
154 9337 435
154 7747 411
154 9809 97
154 8885 169
154 4023 10
154 3756 755
155 7964 417
155 211 443
155 9421 470
155 6019 207
155 606 525
155 8026 90
155 7277 191
155 8763 874
155 8144 226
155 5952 749
156 211 636
156 912 456
156 5556 158
156 7950 37
156 6337 998
156 4406 8
156 3613 523
156 3391 228
156 291 150
156 2035 573
157 7458 306
157 3053 701
157 5745 832
157 4928 43
157 9438 153
157 7594 248
157 719 712
157 9450 879
157 7396 842
157 9293 940
158 6039 981
158 6689 889
158 6105 929
158 1831 813
158 5373 860
158 8495 581
158 6373 719
158 5355 837
158 4616 53
158 5975 188
159 8617 469
159 1333 10
159 4107 547
159 8322 173
159 1981 252
159 6131 857
159 6726 769
159 9013 471
159 9416 943
159 2366 827
160 2358 871
160 6578 632
160 7051 335
160 3914 88
160 9991 58
160 9382 649
160 417 767
160 4518 326
160 6443 578
160 8004 901
161 9948 509
161 729 526
161 8963 527
161 3362 723
161 7389 678
161 3353 305
161 6454 265
161 97 665
161 5847 927
161 1882 777
162 5797 809
162 3954 157
162 4474 247
162 2638 598
162 5177 934
162 1678 489
162 9822 598
162 8824 459
162 6055 270
162 1546 930
163 6462 128
163 5863 286
163 4999 605
163 2258 355
163 5328 484
163 6822 653
163 7309 983
163 1456 909
163 2893 169
163 2735 992
164 7291 729
164 9790 64
164 1077 316
164 7561 669
164 7239 641
164 76 292
164 904 464
164 1561 297
164 3487 404
164 8506 903
165 1194 209
165 2428 322
165 6423 151
165 3921 936
165 8187 678
165 1267 80
165 9595 744
165 9064 52
165 2876 969
165 450 816
166 2246 319
166 8996 813
166 4322 209
166 9275 577
166 7004 495
166 3384 625
166 5600 391
166 2021 334
166 4807 728
166 8369 752
167 5750 881
167 4331 138
167 522 404
167 1708 636
167 2843 424
167 247 221
167 5314 48
167 3709 705
167 3538 77
167 6034 685
168 1897 466
168 7563 106
168 2960 879
168 699 279
168 6288 635
168 2647 218
168 1772 631
168 6098 448
168 8663 55
168 9990 849
169 7871 509
169 8367 568
169 4576 70
169 5319 245
169 703 105
169 2715 775
169 5999 400
169 6007 401
169 9254 439
169 4622 66
170 6839 816
170 7257 688
170 377 744
170 8461 406
170 611 614
170 7332 435
170 6190 318
170 8549 855
170 1539 547
170 4138 568
171 9993 731
171 8758 190
171 1641 919
171 780 113
171 2249 66
171 539 663
171 4883 42
171 7537 370
171 940 959
171 2567 226
172 9911 617
172 4228 953
172 5852 45
172 5541 766
172 7861 464
172 4999 553
172 5197 61
172 9378 391
172 8530 156
172 4377 943
173 4685 148
173 1792 601
173 4442 814
173 5319 239
173 8444 862
173 4454 38
173 7267 255
173 6330 194
173 8865 431
173 7653 71
174 8371 50
174 6914 796
174 5395 557
174 3270 859
174 2193 513
174 5753 441
174 9219 918
174 5757 2
174 5219 847
174 6317 5
175 5897 40
175 5587 177
175 4884 893
175 801 826
175 4656 718
175 5984 829
175 4484 725
175 6798 156
175 4834 981
175 3134 788
176 9335 586
176 3217 455
176 6608 218
176 9311 173
176 539 716
176 9414 593
176 2612 94
176 9530 528
176 7787 236
176 4335 588
177 2415 178
177 538 820
177 8956 702
177 4215 737
177 1947 366
177 5863 883
177 2357 8
177 7169 595
177 2093 421
177 174 479
178 2016 696
178 4251 314
178 6878 541
178 4984 977
178 6357 297
178 6500 535
178 6691 117
178 7160 964
178 510 727
178 5395 392
179 311 530
179 1087 319
179 6442 323
179 7504 829
179 6723 388
179 989 507
179 2263 357
179 6979 384
179 4047 396
179 7237 862
180 5342 47
180 4456 790
180 8854 536
180 9334 32
180 357 728
180 9851 610
180 6021 48
180 2768 425
180 6684 309
180 5597 233
181 5816 934
181 3645 921
181 1659 90
181 8010 193
181 9464 480
181 7083 458
181 92 167
181 4131 751
181 8550 447
181 453 519
182 4398 950
182 7430 201
182 2976 750
182 9194 169
182 5302 208
182 2439 623
182 88 841
182 7384 38
182 8061 351
182 7052 670
183 742 583
183 3555 718
183 8827 930
183 1564 23
183 2021 6
183 666 230
183 5492 695
183 5717 227
183 8308 908
183 3068 109
184 2959 793
184 284 956
184 5415 735
184 7987 375
184 2133 668
184 511 600
184 1094 546
184 4352 827
184 3371 845
184 7056 445
185 3678 26
185 9183 893
185 3931 892
185 3427 935
185 1890 461
185 4008 736
185 5318 683
185 9540 387
185 6896 993
185 4265 377
186 890 937
186 484 85
186 8888 303
186 9586 206
186 4744 413
186 2489 420
186 1023 461
186 9628 529
186 7460 860
186 5824 759
187 1264 374
187 7581 719
187 7635 207
187 5374 927
187 6430 356
187 5723 394
187 5842 317
187 314 27
187 4618 539
187 7775 54
188 1867 175
188 7554 298
188 1296 542
188 5880 889
188 3423 782
188 2337 372
188 63 116
188 748 637
188 8410 658
188 3924 770
189 1483 961
189 6365 568
189 2684 972
189 4727 985
189 4976 519
189 5386 585
189 4313 401
189 1269 581
189 2772 227
189 4110 800
190 1744 78
190 4000 258
190 4028 788
190 489 848
190 8184 107
190 8110 181
190 1253 410
190 4002 312
190 5844 384
190 6025 820
191 5135 564
191 8798 741
191 7512 722
191 9332 833
191 8410 114
191 291 90
191 4975 977
191 1117 379
191 4327 988
191 5600 706
192 78 726
192 7536 663
192 9769 991
192 1194 405
192 9918 19
192 1803 551
192 8314 959
192 5392 153
192 1638 522
192 7183 677
193 725 631
193 9530 134
193 9732 306
193 1908 335
193 6753 525
193 6388 969
193 8890 639
193 3113 83
193 4894 290
193 1617 232
194 7706 925
194 1227 542
194 3223 347
194 8446 621
194 5358 873
194 7935 583
194 5130 262
194 4029 271
194 9293 575
194 4399 325
195 9059 934
195 7574 62
195 2799 818
195 332 681
195 946 466
195 8002 384
195 5747 420
195 7499 222
195 8785 524
195 6451 423
196 8293 383
196 5371 402
196 8518 858
196 5986 29
196 8592 913
196 5785 63
196 8859 546
196 3927 386
196 3115 627
196 1756 93
197 3448 66
197 912 757
197 3289 188
197 8321 895
197 7988 870
197 1584 409
197 5051 987
197 6085 545
197 9151 266
197 3651 254
198 2010 550
198 6104 567
198 4202 92
198 3957 832
198 5689 364
198 5741 141
198 3819 449
198 2971 807
198 8910 197
198 765 886
199 9089 566
199 2090 701
199 4109 30
199 3130 687
199 5503 808
199 5063 212
199 9820 927
199 165 220
199 6030 169
199 4844 178
200 7924 273
200 844 94
200 2422 529
200 8257 281
200 8636 584
200 5521 326
200 9062 548
200 7650 384
200 9694 956
200 896 617
201 2681 351
201 9588 933
201 8084 266
201 7349 269
201 1000 590
201 538 571
201 7751 26
201 528 887
201 7594 449
201 3961 990
202 54 463
202 1785 63
202 3323 591
202 2537 554
202 9198 592
202 2775 693
