1000 25000
802 986 5602
327 853 3388
880 650 1832
557 36 6610
181 304 7889
715 879 9310
183 326 1822
8 986 6434
741 296 2946
63 828 2296
842 685 1089
155 778 4615
67 70 5097
655 585 6823
747 728 9946
272 786 7061
189 743 9922
191 41 877
530 741 2533
622 263 5046
825 999 9005
539 849 9216
389 118 7184
119 283 5237
564 388 3918
165 479 1218
845 429 6587
61 670 6191
863 281 8054
367 590 973
812 117 3368
692 407 198
30 538 3823
53 347 9055
551 492 624
420 626 1621
761 684 8710
825 419 3545
350 134 4466
408 905 6947
753 897 4662
610 778 6690
144 786 443
835 820 1977
143 925 4010
519 874 4575
574 403 3352
898 586 1778
466 308 3656
106 991 8725
184 849 4362
343 527 4374
748 320 8675
951 509 1209
432 89 1800
766 420 8333
111 753 1167
367 347 3663
0 300 3815
71 979 9523
984 884 9021
290 61 2157
927 944 7627
336 291 5379
884 324 4275
409 522 226
626 775 5720
132 494 5620
856 824 3130
768 254 8206
989 816 2844
265 84 3012
929 45 534
260 473 3825
428 663 5423
911 353 3931
716 450 163
790 857 4408
596 664 7751
490 847 2327
660 649 6967
722 830 9875
464 594 4206
49 836 4397
268 546 5768
436 472 7616
78 909 7941
523 768 2732
553 325 9374
27 58 5678
767 324 8547
723 994 8423
374 689 7787
141 240 7310
919 652 9233
662 818 8102
918 424 4628
277 272 9439
378 559 3692
272 240 4729
2 9 8276
666 32 9166
906 627 7319
961 740 2821
525 475 3358
419 240 3652
827 223 9890
619 401 3752
997 788 4521
923 721 2144
432 212 528
879 272 4301
519 419 2514
270 647 6460
987 179 9930
0 423 1472
546 142 8421
924 567 1333
566 228 4840
732 276 3304
38 909 3828
839 367 2541
937 565 5952
609 944 3601
856 899 1386
837 832 5119
346 877 9210
735 302 3062
973 256 9818
830 411 4579
742 711 670
952 5 3533
901 180 6023
834 121 8849
105 659 1084
881 80 7047
414 717 7365
972 105 464
47 245 325
506 73 6178
402 380 3540
773 795 1875
79 516 6744
601 782 7716
639 476 8465
736 789 532
572 395 1090
249 154 7138
710 377 4034
32 880 9087
504 669 7313
41 230 8866
110 964 5415
400 914 8273
273 420 8675
192 276 7304
602 803 3831
127 844 571
828 417 3181
496 954 1466
814 116 256
286 461 4302
452 989 4886
348 30 3926
576 313 4799
742 490 9838
410 489 761
304 92 6508
788 646 5412
29 742 218
605 863 5600
247 812 9334
517 738 476
42 514 1571
941 322 7672
51 880 5697
203 541 1171
786 532 4163
80 127 5627
52 253 4990
734 896 3421
632 666 6139
88 696 5568
90 330 3007
283 126 4486
527 147 1258
195 922 1845
271 465 3592
598 268 6014
451 897 8216
748 153 8164
734 476 5263
19 537 4582
669 559 5730
120 709 290
173 453 2991
966 2 7243
514 387 9920
168 219 568
177 147 7475
50 227 6611
329 40 9427
225 143 8851
158 581 6194
70 369 6564
93 944 4334
667 961 8849
335 887 719
690 418 5350
953 748 956
23 538 2927
745 370 2042
157 516 7336
641 351 2075
823 115 1817
892 674 3553
154 982 1936
963 229 8755
340 876 3474
15 696 9355
769 428 4948
884 353 5720
379 363 9908
586 727 1638
312 288 3974
595 607 5775
946 995 2409
618 324 3938
897 433 8536
807 146 2239
816 815 6907
726 294 6096
982 156 8803
341 780 1760
918 305 9717
825 87 8025
260 486 1474
873 931 9576
100 884 2018
123 61 8634
411 912 3862
446 778 1708
807 726 7307
99 133 9171
83 520 2516
784 549 3830
251 462 682
87 700 676
221 746 3187
758 435 8071
89 264 9248
70 620 8066
430 505 4997
199 708 3395
268 67 9755
14 619 4822
254 300 2415
588 564 3875
187 373 6661
353 109 8701
597 706 1926
528 343 6208
512 844 4375
802 541 6833
495 800 5417
391 37 4214
158 816 1104
822 331 8279
810 959 3460
547 160 7082
533 893 474
224 843 4844
120 268 8057
694 160 7525
920 157 4561
703 690 3893
318 660 5963
357 114 5620
530 804 3886
802 193 9618
712 641 2729
698 30 9925
864 778 7316
647 427 6807
271 951 1287
845 110 4568
665 760 7641
137 439 6729
342 488 6095
254 676 6334
238 41 8106
955 643 7610
872 35 6711
90 480 1810
950 666 936
60 648 3806
890 587 9787
272 263 6851
415 894 5715
57 842 7735
29 308 4597
329 586 3940
739 179 6907
746 928 8873
635 98 3590
109 887 2199
990 768 2056
517 400 2149
900 40 1776
692 138 1028
634 153 165
763 375 3745
286 794 5944
657 166 3349
415 690 1356
145 458 4028
283 324 9102
308 945 9774
990 899 9235
653 148 9083
358 154 9122
819 340 6964
535 144 435
542 660 9633
49 161 643
145 534 9044
576 478 4844
758 970 4947
357 803 968
698 865 6603
188 515 2232
543 155 2926
513 348 2975
695 76 2827
400 627 8121
220 364 6946
974 61 405
524 372 5552
953 262 6697
722 189 3754
637 256 3967
346 217 4658
627 72 2247
560 63 5646
890 794 3752
320 675 9639
746 489 8869
285 251 5000
61 596 4894
500 651 4432
130 815 2858
7 675 3414
708 572 3831
90 375 3071
881 416 1157
293 306 983
429 690 9529
622 905 5805
493 811 370
320 367 6757
670 515 6315
91 752 159
442 830 1383
776 50 5508
510 484 1829
762 903 4082
672 99 6739
644 9 773
91 469 4489
765 87 9853
473 545 5831
874 639 7497
636 626 1952
106 901 8975
532 821 9139
274 613 7741
207 129 461
6 659 1299
596 87 1349
430 787 9998
642 395 1019
538 200 9599
923 414 4159
506 996 3063
58 309 7823
957 627 1222
67 673 4892
339 452 7867
987 496 918
680 264 1462
408 203 5421
908 296 3875
751 504 4542
172 243 7266
229 127 2505
983 74 2938
646 926 5315
655 996 8754
935 654 1620
341 887 6315
786 932 525
147 158 4660
744 38 1618
68 608 6156
753 296 5868
458 388 4251
333 580 3369
467 686 6789
215 608 846
802 421 2636
192 663 4078
606 377 7017
200 997 1620
184 490 336
666 562 8278
412 650 399
891 360 9174
919 181 66
762 10 8458
971 509 9137
252 824 7507
718 881 759
614 646 8442
409 293 7753
406 202 2934
46 29 7036
323 632 5678
452 796 166
606 949 4799
131 865 5552
832 914 9158
827 169 7406
197 881 2974
144 259 8094
807 5 572
923 747 5719
289 651 352
452 208 9525
971 832 7267
295 266 1277
954 628 8124
343 30 4579
954 993 7914
336 456 1628
142 570 9245
997 158 2091
289 55 9188
397 553 3601
180 399 5682
717 224 1279
242 192 2382
507 236 5331
237 59 7892
809 586 6168
982 808 4179
29 303 4329
322 219 7567
910 456 7292
61 894 8753
354 232 9290
100 964 6664
229 696 3575
17 504 5487
478 89 8449
208 621 1957
155 406 4906
344 93 6349
256 787 3436
279 9 6180
523 582 1389
765 824 3047
991 298 4642
244 941 2463
689 744 1580
463 205 9493
253 681 3132
700 488 5656
529 16 1664
349 103 9270
690 101 4956
448 856 5743
162 586 4379
943 922 7316
413 635 3331
505 650 4657
71 687 4300
721 449 6245
663 664 3914
850 129 3751
580 298 8467
681 937 9512
538 802 9114
856 344 8721
584 188 5674
231 523 5936
556 194 5764
233 931 2499
99 518 1518
25 943 717
640 11 6562
898 847 9289
1 816 8135
47 524 7191
213 372 519
643 481 9714
967 943 3255
109 451 7241
731 360 7804
90 400 680
473 8 332
627 683 7681
574 998 2570
9 942 6166
583 876 8750
878 344 8138
274 442 8403
666 840 8077
133 463 2424
84 340 6020
891 844 5024
628 777 5672
517 288 8145
960 323 4033
999 930 1401
909 438 4869
821 602 8509
143 578 9509
574 290 9044
173 507 8551
408 564 9885
359 33 4785
89 517 851
239 767 9767
421 590 5393
426 952 5420
236 403 2247
603 872 2952
771 216 8777
476 114 1948
538 245 637
757 495 6035
997 560 4301
28 727 6818
766 375 3720
676 91 5117
671 960 2537
514 29 8800
590 816 3852
205 366 8740
564 826 3615
746 165 3614
875 587 4179
522 274 8108
741 366 6759
561 248 2986
902 73 8820
775 213 7408
726 527 987
731 57 8625
950 325 1524
219 461 1681
648 595 2783
521 427 5051
629 650 3543
152 258 6872
237 225 3216
20 377 306
518 8 7957
647 684 6197
543 623 1466
347 478 7899
481 960 3582
651 518 8096
393 282 432
808 695 555
351 15 9061
692 73 1683
869 607 8926
800 58 2844
161 624 6506
131 328 5767
43 628 2768
502 139 6285
947 42 7812
888 731 8075
580 904 3428
822 837 5486
178 55 5798
314 727 812
611 855 2742
853 766 723
302 108 7241
784 923 3751
770 194 1386
205 607 5687
154 175 4425
509 297 7713
797 812 2560
338 83 3851
220 83 633
718 470 2250
176 905 2645
33 624 4822
289 750 3730
932 336 7705
662 169 6588
120 214 6953
157 431 8
966 627 5065
348 318 9433
613 486 3526
996 498 613
318 706 2999
772 803 514
246 864 6651
88 402 6766
873 26 6642
536 486 8911
854 722 5778
102 599 3605
531 685 4461
109 361 6400
542 111 9791
203 893 3306
129 626 4295
574 860 3511
780 52 2093
32 355 9437
92 391 2338
380 307 2828
878 54 409
147 914 770
77 638 1298
169 232 9674
667 377 8284
139 768 421
305 536 4761
293 55 2516
978 769 291
613 638 6075
445 476 9986
809 41 5061
624 24 9029
202 66 5124
573 49 2013
338 386 1204
153 815 3819
282 77 5310
90 589 9658
932 7 5397
127 925 5140
865 236 9446
680 199 1945
438 203 9166
719 110 7127
931 86 12
591 251 3336
509 190 6476
774 512 5004
732 154 310
935 535 3217
771 974 8145
116 247 7049
487 632 8514
410 608 1692
479 664 5718
837 706 5211
196 222 8958
90 889 6297
560 105 6049
138 211 2946
774 76 7
668 711 8484
686 648 3021
391 532 1965
753 489 6336
478 974 1957
725 515 8977
86 967 8161
722 567 8955
53 311 4564
989 971 7719
62 63 6916
781 612 8089
29 479 7853
22 520 8563
460 509 613
621 246 177
93 445 6918
517 459 6766
593 605 9720
411 176 3702
268 287 6862
51 89 6185
302 202 8416
786 367 7506
846 94 5888
193 617 130
253 537 2586
698 646 3849
603 320 3840
813 727 7972
465 617 7533
836 520 9238
748 300 8444
197 50 8259
384 497 3927
895 444 3581
842 264 5336
171 552 6641
168 614 4162
945 914 3464
569 990 310
149 130 3708
668 918 5079
836 204 5719
15 617 6851
167 866 8472
439 985 5338
901 502 2187
725 852 3405
462 362 272
854 568 2521
56 997 1532
328 842 2152
510 598 523
775 240 349
16 743 6130
309 110 7361
369 307 6496
138 838 3591
968 905 2563
223 313 8799
582 932 4160
414 570 7571
695 607 1890
935 204 3478
829 585 6352
264 927 1219
651 541 427
393 253 2373
494 503 1069
976 402 595
579 847 2639
104 365 3660
434 418 8535
973 250 4920
777 464 1742
136 40 3907
514 773 6336
696 224 4676
493 726 854
991 107 7675
518 617 8527
246 54 5324
593 113 4759
737 549 9235
866 131 2254
979 480 3794
965 733 2234
144 881 3495
476 446 6593
540 247 8846
127 119 5756
931 705 3636
980 109 4191
505 331 5027
641 985 8874
839 986 421
802 716 4321
13 307 6479
698 525 3140
550 538 569
993 95 4543
866 711 6447
98 701 3037
928 287 9988
603 920 3438
0 781 8493
77 465 4023
870 150 5860
622 169 5477
201 269 5466
380 300 6910
443 344 280
581 978 212
927 250 2844
168 721 1630
387 881 2916
357 3 2872
343 80 4095
594 494 5768
43 380 4550
186 981 7829
172 152 4044
882 309 2869
935 317 8294
612 670 9713
600 786 2585
328 757 28
261 239 8619
851 643 3370
551 194 320
648 547 592
521 315 9166
147 959 7324
816 745 1726
855 840 1604
712 426 8985
786 977 4310
237 113 2807
82 862 8477
339 684 3947
784 623 554
645 350 795
324 877 2432
818 770 7073
435 366 7162
753 735 6508
98 396 6220
250 307 5158
552 249 8388
572 91 3951
844 976 9886
558 162 6254
316 281 6191
634 268 6033
597 760 3583
295 685 6735
392 916 4619
419 145 3741
827 252 8203
850 183 135
462 384 3635
376 944 2526
846 85 1359
998 304 3885
811 863 5583
59 530 2586
119 386 4175
232 62 7294
933 704 3668
54 491 5921
755 138 1400
946 423 6491
780 673 5278
109 824 5968
824 273 5873
298 88 3396
613 778 3531
479 441 3995
283 194 300
433 721 8494
566 515 9030
22 621 8396
633 594 1521
361 887 681
469 356 2555
990 990 4035
773 892 2109
501 179 8244
805 427 8610
97 782 812
302 175 2073
793 604 3199
848 721 20
297 365 2339
193 396 8827
456 714 5342
709 289 7261
690 462 7773
549 281 6154
934 717 444
261 833 7966
390 367 3390
641 291 9356
666 150 2758
334 56 9618
223 768 1996
6 814 9213
732 10 9906
486 854 4635
972 537 1934
333 81 8699
153 283 335
893 121 9861
185 170 3789
849 243 8781
902 391 4920
180 363 5531
55 565 5843
869 65 1453
578 757 4366
882 95 683
829 548 6161
483 248 8272
803 909 3820
40 651 7751
556 691 7354
51 269 8151
307 183 1441
830 33 6877
482 403 3072
855 598 498
288 216 6470
198 319 6541
818 744 1755
486 634 200
347 852 601
331 363 804
400 160 8708
257 553 8748
900 341 8564
856 41 1688
288 644 4956
719 303 8851
371 469 1855
525 34 5558
698 630 3359
184 813 4555
451 442 9305
568 938 2545
741 517 4099
462 222 5725
547 212 872
656 226 3553
969 138 2306
201 272 6546
111 557 1250
148 361 8994
120 160 6942
874 9 6696
562 62 2428
318 520 3700
11 96 8143
841 721 4748
119 548 2285
554 705 2046
197 518 370
831 347 2140
953 201 5072
466 696 8279
860 616 3395
219 272 8495
777 868 3627
539 686 9550
705 730 8599
578 328 649
172 761 9020
156 150 8497
730 63 5417
472 803 3918
790 861 7539
437 747 5163
739 807 1057
764 466 3636
568 189 1948
877 77 4467
402 133 5622
615 34 3537
731 520 7245
715 143 2421
807 759 4918
429 621 559
106 650 7482
680 693 9080
454 192 7829
221 715 2701
57 666 5616
539 234 3169
654 201 332
396 201 4843
112 134 2379
573 7 9068
98 489 7712
762 64 950
40 50 4803
683 728 5374
600 10 3787
395 784 8588
143 866 5671
662 822 2899
844 941 4992
685 495 8672
735 533 5180
576 418 1521
887 894 3056
11 849 1145
50 825 4566
569 799 4728
520 553 7208
580 505 5988
831 520 3180
854 891 5219
305 350 9324
289 689 2178
955 228 2443
849 281 5262
558 323 2170
872 582 9231
703 723 8448
11 285 3751
929 370 7382
396 849 8449
493 339 6850
691 808 4382
29 977 2254
582 743 7206
51 950 578
974 333 6923
266 308 1449
609 948 7558
90 451 506
346 873 666
846 570 2772
85 204 2029
401 261 5415
94 410 1668
951 788 491
283 249 7378
509 949 681
126 779 1163
352 964 1414
294 987 4352
460 439 7130
623 546 7477
130 767 6442
630 282 5311
655 359 4715
58 781 8306
934 794 8609
390 836 8505
763 276 9256
122 404 981
348 726 423
41 234 557
101 826 3390
110 968 864
308 912 6208
510 572 5053
121 197 8527
799 462 2263
184 753 4599
197 120 4808
365 818 6298
49 433 745
432 263 3525
948 855 2686
533 623 7633
572 971 4187
150 145 5967
249 730 5193
362 91 8352
514 76 2398
129 490 6645
846 265 2430
500 973 8039
998 68 2989
357 836 2041
103 288 8511
290 159 2543
73 277 7435
382 489 3577
993 836 1318
962 760 761
709 128 1291
68 24 6435
31 404 8470
806 794 9401
3 655 9780
335 546 6268
508 182 4105
812 30 968
180 656 4684
113 659 5005
560 478 8469
138 140 466
380 111 7391
772 579 3502
253 880 3337
589 46 6210
61 629 9823
551 789 4870
801 38 774
284 11 8838
639 777 3687
82 587 5370
496 161 8629
697 187 1347
855 589 8943
408 946 6661
688 381 2020
140 473 8530
816 770 5164
933 148 604
882 764 7452
1 854 5213
273 201 6501
630 145 9137
134 958 3471
909 508 3305
330 157 4809
496 365 3780
69 240 407
638 763 3611
115 590 4830
585 786 566
255 170 2842
149 793 1892
903 384 4099
926 547 283
251 945 467
625 883 1255
337 363 5820
390 511 38
381 718 3132
16 832 9449
680 487 2864
516 885 810
318 621 684
85 878 7478
410 632 6996
306 697 2389
940 56 9834
656 655 2725
220 710 2303
771 750 1549
333 33 1652
72 341 2078
7 686 2174
388 921 3509
104 966 5299
823 563 7525
293 516 9695
846 848 6749
316 747 5776
371 624 3104
735 440 332
593 292 6285
587 753 5804
181 864 7400
536 785 9464
591 821 8717
338 913 4133
981 969 7324
838 962 1931
925 381 7239
706 112 9363
134 745 5098
708 646 2400
30 942 8650
397 409 844
588 108 4223
754 324 1530
170 676 3907
654 242 2483
368 245 8614
31 522 5795
303 881 2687
782 705 5241
14 623 7672
254 336 9431
201 932 6039
277 263 9546
904 591 156
175 408 4411
809 438 8217
461 763 4748
956 274 5200
760 147 920
98 518 9131
430 953 5902
384 273 6537
831 535 5529
102 977 821
803 14 4647
44 90 647
337 224 6432
708 497 3900
67 267 698
768 806 5352
719 787 469
509 787 2081
94 867 8713
737 496 5929
479 943 3327
564 583 9023
203 481 287
377 798 3986
817 521 3475
254 680 7619
517 984 6882
298 910 7143
321 295 2733
450 69 7263
927 725 7652
846 991 1694
636 55 4848
223 217 772
133 225 355
322 314 3351
702 9 6590
248 890 7965
895 905 4933
131 237 4464
355 412 441
249 129 3028
108 188 1966
691 71 8347
382 822 5586
700 399 5400
98 345 4758
481 71 6645
338 328 4550
287 257 1351
794 247 7170
944 552 9651
953 846 8649
185 692 9219
187 2 8409
775 765 164
957 762 5937
233 320 7937
272 260 1997
491 904 8738
793 934 917
779 867 8674
945 35 1375
267 59 9270
253 142 424
776 771 4878
340 962 4800
896 344 9136
128 242 3466
584 219 5399
508 147 755
390 225 1556
397 827 7298
694 51 4933
959 437 9335
110 165 6373
495 373 3644
116 749 5114
253 632 8175
930 383 521
21 926 2341
178 543 9913
489 870 8014
934 430 5495
521 27 9633
87 514 361
575 654 4077
190 744 3486
356 752 9529
238 756 8459
630 138 3038
65 322 60
141 45 686
473 549 6525
60 67 7054
671 621 2573
339 908 5149
139 494 8153
417 731 4574
753 575 2894
582 90 5539
349 438 6740
895 469 1264
831 841 2777
614 331 1320
524 935 7365
653 261 5994
893 640 419
141 497 5536
918 171 5135
67 677 5086
189 906 6148
36 511 58
444 772 9350
817 375 1893
780 637 268
314 475 8058
632 338 3292
985 614 4632
551 787 7762
11 847 9025
800 669 8140
11 486 5437
214 227 4293
403 400 2678
172 563 4306
566 487 2448
347 575 9367
229 575 4117
658 377 9015
787 103 8574
164 577 5976
627 533 5072
839 708 2279
558 657 3524
32 179 8444
553 375 8716
41 43 4578
758 424 7072
207 466 235
486 559 5664
472 425 760
882 588 446
352 719 4379
829 51 6654
444 23 6003
303 860 865
808 210 4774
644 888 8185
577 395 2461
425 678 8486
944 914 2032
595 347 7444
106 884 2126
936 197 8316
221 69 8996
629 120 6760
941 79 9225
945 137 8703
163 84 8345
135 170 5669
672 958 3286
488 603 7027
31 85 4248
822 352 1859
628 439 2459
478 878 9885
319 430 2544
90 517 1298
492 914 6311
376 863 6626
567 69 6937
293 848 4342
394 213 4395
654 911 7549
343 26 8945
147 503 6543
237 653 1342
287 563 4170
453 839 7406
845 69 8610
591 609 8029
3 904 2675
266 378 5343
492 598 3768
132 391 5027
7 961 5099
503 118 6346
731 403 2160
489 540 1337
60 737 5947
786 791 5466
735 456 8257
721 362 3940
170 496 3168
868 734 9001
181 656 1571
407 338 223
264 196 9098
982 682 4769
734 643 9775
644 175 946
977 404 7462
83 764 5228
784 681 1558
929 560 3005
325 839 8306
606 232 774
532 651 6100
516 240 9217
539 177 6500
541 579 359
829 200 6512
135 603 672
926 866 152
453 52 3183
139 493 5994
178 333 1935
918 113 1987
701 895 4685
134 25 6017
871 128 3834
707 540 6903
908 998 9724
529 592 1298
1 31 651
241 690 2067
741 741 6464
358 319 1084
750 525 6476
671 159 1359
971 753 7969
807 335 4266
348 400 2740
975 565 6303
355 660 3867
998 510 8440
765 449 3760
163 541 3767
336 71 5576
651 798 1814
496 164 1976
458 742 4311
702 349 3012
704 902 1367
854 392 7867
801 124 6054
289 320 1344
146 331 5176
111 401 8841
95 892 4518
911 96 7504
765 517 6477
108 264 7076
424 343 5821
179 463 9618
329 478 9325
421 54 2528
649 787 1565
799 801 2338
568 413 9967
531 275 210
262 780 1093
736 766 3080
893 179 7341
620 32 4316
576 134 4443
832 48 2069
80 821 2138
66 760 657
610 509 2232
315 219 9671
248 166 6105
589 785 8491
310 338 1181
365 989 1413
819 712 4364
284 390 385
429 465 3943
196 492 2862
270 879 716
332 540 4474
297 871 2971
858 47 7157
73 712 3087
737 305 9217
811 598 8784
426 504 1305
686 378 1952
820 680 9688
755 917 1133
561 252 664
957 14 9143
927 938 100
159 572 8935
309 79 696
975 958 9942
673 228 8815
267 599 1882
864 521 9324
159 776 1702
479 160 1990
631 237 8325
75 287 2020
790 854 9394
937 473 318
222 365 9263
194 466 7093
807 772 9833
406 743 208
576 643 6315
477 722 1234
977 746 1883
239 968 7562
785 72 4320
342 663 3646
326 104 4893
24 774 9597
526 817 3914
870 629 4725
420 116 54
738 219 2480
876 301 7214
288 718 9314
897 592 5522
115 997 3640
101 538 9659
50 840 3802
306 478 652
707 694 3664
465 711 5076
84 671 4030
1 165 1270
907 185 2012
780 137 5815
928 720 3422
533 847 2382
171 642 3345
466 826 7635
332 919 8644
703 608 3705
880 323 3190
765 167 5597
594 465 728
578 970 4050
850 871 4173
209 117 2640
458 860 321
264 749 6871
584 470 1461
252 60 5187
632 450 8981
588 277 5913
265 406 3706
214 83 6078
198 564 5058
772 355 694
902 679 1622
479 21 590
652 905 1568
320 418 9958
234 900 6670
700 925 2792
437 545 143
942 966 8974
515 528 2697
155 385 1799
514 635 5640
770 529 8388
553 391 3029
631 842 1460
283 402 87
654 135 1162
253 640 8718
142 475 6574
65 378 641
933 500 8900
700 449 5674
633 802 3583
460 778 4496
145 495 9978
891 598 7739
875 173 4456
757 129 5419
139 448 5978
840 595 779
602 926 2922
519 541 6843
595 459 7542
47 485 6453
398 908 1790
373 426 1465
876 3 9829
110 695 9808
442 117 8525
361 99 8112
695 2 6132
372 357 7639
229 444 8566
600 512 7757
196 218 275
53 799 5302
219 107 4263
627 150 6865
392 463 9216
500 624 1221
394 165 3905
772 914 2309
6 478 5069
834 759 8972
603 62 5128
91 194 8678
368 589 3088
750 434 5291
671 575 2112
282 676 1562
946 767 6952
196 605 7463
76 116 6357
521 193 9336
761 708 392
532 455 1841
899 604 5230
22 232 7443
449 223 7433
783 246 4094
815 193 9135
485 922 6744
326 406 4123
743 547 7552
134 777 9885
791 937 4949
800 324 9090
913 987 4803
871 332 713
654 274 8244
98 290 6999
222 899 3079
704 142 6022
289 584 805
418 812 3383
510 158 1424
528 107 8538
272 425 6719
55 86 5911
756 193 9845
131 638 6381
447 280 8433
230 152 7773
585 511 5459
931 199 6306
864 34 6797
6 777 905
68 82 8712
340 799 7051
896 237 7715
612 535 5903
206 960 9672
944 217 2147
176 179 3249
160 552 6744
379 412 438
132 582 1438
224 687 7721
307 728 1059
793 437 2598
25 547 5397
394 296 7678
659 284 8638
968 305 3742
324 952 1795
255 916 62
806 492 1090
264 899 9105
469 86 7698
906 558 6586
737 84 3547
835 477 4524
549 727 8832
225 312 6248
198 286 4973
311 725 7072
403 534 8731
832 484 8189
112 42 2627
882 514 41
204 538 8192
596 500 6740
197 367 4861
531 387 7446
409 375 1841
999 814 3199
840 653 9698
441 477 4476
994 170 8153
537 540 6946
909 543 1432
433 43 3698
571 269 2
202 376 9128
940 702 2011
515 194 9226
384 320 9395
183 112 2795
478 660 7869
764 649 9677
379 749 4835
434 550 4569
261 535 6291
927 230 8256
951 131 9288
883 218 426
486 272 1578
34 369 7461
931 229 4724
534 319 1527
744 387 7203
82 278 9750
301 568 9103
949 892 1248
158 904 2858
294 387 3472
439 686 2755
651 974 5431
981 587 8480
266 416 9720
215 903 9453
517 937 477
684 475 183
298 977 2059
90 95 8275
475 747 4343
186 989 9761
327 974 6455
947 738 1962
15 178 234
218 298 9544
271 292 4640
956 620 6202
891 1 5697
342 859 4050
425 29 1935
226 83 6958
71 153 5338
938 724 8687
24 54 9511
179 200 2217
142 508 2874
151 118 5703
836 686 9890
965 846 563
1 617 9874
794 166 9869
540 326 9576
524 835 7687
231 53 4407
178 387 1024
625 618 6996
844 972 7711
738 331 2476
279 387 4986
597 644 8090
733 452 103
194 983 4537
974 450 5725
214 859 8841
382 413 2760
419 149 7098
580 472 8480
250 755 2913
716 776 1439
370 460 6934
116 152 26
997 817 5850
824 729 1398
201 446 1815
662 285 1990
261 412 8683
284 979 4741
172 805 7253
106 357 1665
590 51 1371
703 752 8198
963 50 982
138 56 2655
663 786 4901
336 113 355
246 916 4139
933 716 4379
181 119 56
347 275 673
