10000 35000
272 8086 299
272 6140 150
272 28 656
273 7102 874
273 4454 421
273 8852 125
274 9818 9
274 2758 125
274 9434 764
275 7282 759
275 1329 215
275 8274 510
276 701 797
276 3024 313
276 8522 699
277 8023 884
277 4311 140
277 5305 417
278 6094 652
278 9473 198
278 1337 458
279 5260 840
279 6118 642
279 6220 106
280 5300 82
280 2596 673
280 5753 572
281 9883 92
281 481 379
281 1981 320
282 8001 957
282 1137 611
282 1707 891
283 7322 976
283 1081 299
283 8164 394
284 8568 76
284 6051 126
284 3535 801
285 5564 691
285 16 723
285 6603 179
286 4228 97
286 1059 884
286 2016 749
287 981 891
287 5664 210
287 6961 9
288 4520 937
288 9216 566
288 2804 39
289 4972 120
289 2832 588
289 813 582
290 3253 719
290 1948 598
290 7517 259
291 8945 462
291 5182 969
291 9406 761
292 5933 510
292 1471 479
292 9801 242
293 6671 159
293 6976 863
293 23 387
294 7810 414
294 5949 18
294 2860 433
295 8556 43
295 9279 399
295 1672 324
296 4207 757
296 1538 234
296 6019 682
297 2299 696
297 4605 672
297 5506 439
298 5398 537
298 7316 101
298 4129 173
299 8920 455
299 544 576
299 8829 388
300 4315 817
300 5258 172
300 9663 849
301 874 252
301 2462 547
301 9104 518
302 8070 154
302 5121 592
302 4115 396
303 8482 783
303 9070 847
303 3785 409
304 9434 103
304 6128 184
304 2490 283
305 4396 809
305 5173 791
305 4355 361
306 3463 22
306 5911 390
306 3457 497
307 4117 587
307 4228 511
307 8131 517
308 8327 508
308 8942 142
308 2931 752
309 6738 258
309 6054 314
309 371 843
310 1422 464
310 4807 68
310 9181 658
311 3868 945
311 304 164
311 9566 682
312 8672 258
312 6322 703
312 6514 702
313 8270 879
313 8823 20
313 6608 146
314 1160 122
314 1864 421
314 690 185
315 7729 288
315 3166 969
315 6496 617
316 5578 592
316 1437 565
316 8213 154
317 4262 332
317 4609 584
317 5903 413
318 2724 552
318 7930 243
318 9863 182
319 3973 328
319 7296 926
319 2968 363
320 2599 802
320 2474 602
320 1230 619
321 4773 490
321 484 236
321 98 371
322 5344 910
322 3693 783
322 3702 917
323 1659 409
323 4531 344
323 7908 504
324 4968 598
324 2548 423
324 1051 745
325 137 775
325 3345 716
325 8872 929
326 2125 111
326 5514 971
326 4775 130
327 2401 962
327 9165 9
327 1293 965
328 6117 879
328 8259 36
328 8559 302
329 1179 253
329 1821 652
329 4324 306
330 5761 217
330 5173 434
330 285 172
331 5386 458
331 5023 153
331 3586 555
332 1029 24
332 8508 822
332 1974 45
333 3275 106
333 5587 380
333 9846 400
334 4001 404
334 9337 945
334 1931 938
335 1512 746
335 3315 265
335 8033 354
336 8666 192
336 3436 210
336 8202 570
337 7561 891
337 6107 252
337 8039 571
338 9622 105
338 8683 151
338 7005 894
339 5442 107
339 6149 572
339 6578 723
340 2605 528
340 4229 342
340 3578 570
341 4111 833
341 7411 805
341 6179 237
342 7701 652
342 7494 211
342 2961 182
343 3705 972
343 2770 955
343 6543 733
344 7346 917
344 8274 912
344 2206 645
345 4925 475
345 979 146
345 2688 996
346 1927 536
346 6740 993
346 5984 583
347 3585 143
347 3461 812
347 4 98
348 1771 695
348 3700 217
348 7764 198
349 8775 985
349 9404 592
349 3452 251
350 2777 381
350 5919 357
350 2429 104
351 7192 417
351 5986 727
351 2728 39
352 4532 637
352 5297 999
352 5499 605
353 8479 224
353 3510 759
353 9476 474
354 7783 956
354 5535 595
354 1414 399
355 5354 655
355 7932 437
355 5701 748
356 4066 582
356 5528 984
356 5540 316
357 9066 974
357 7806 354
357 7909 442
358 8446 501
358 6683 584
358 9943 413
359 805 840
359 3942 345
359 3646 414
360 5507 177
360 5271 476
360 3490 641
361 1264 478
361 9930 654
361 984 208
362 2680 669
362 1248 419
362 9844 803
363 1876 612
363 7657 489
363 2421 981
364 1522 453
364 3449 551
364 253 278
365 4439 79
365 5020 404
365 4837 253
366 4325 963
366 8513 733
366 9301 481
367 6239 613
367 9000 293
367 7721 770
368 5905 422
368 1034 67
368 3216 133
369 1291 742
369 3383 52
369 2953 613
370 3711 342
370 1973 929
370 6091 207
371 5641 915
371 3462 314
371 1021 611
372 3090 346
372 6441 39
372 2803 844
373 5479 321
373 4553 160
373 5273 283
374 1584 933
374 7381 595
374 9681 381
375 1248 600
375 4258 854
375 7528 948
376 5918 28
376 6185 718
376 850 386
377 2505 47
377 993 717
377 7916 737
378 2586 191
378 279 40
378 9455 918
379 3938 549
379 40 611
379 9060 994
380 2206 324
380 5213 665
380 2429 279
381 7707 238
381 8729 774
381 3729 806
382 5076 871
382 9024 868
382 1017 359
383 6654 90
383 5295 971
383 4734 632
384 2773 801
384 7835 139
384 803 720
385 6233 27
385 6895 896
385 6992 59
386 7179 972
386 993 603
386 5752 975
387 104 358
387 4946 324
387 7527 50
388 740 636
388 9757 322
388 625 223
389 1284 748
389 5326 422
389 1796 410
390 5950 449
390 7050 88
390 3566 158
391 14 555
391 6367 865
391 9837 70
392 7221 626
392 1123 579
392 6819 615
393 6725 668
393 4871 271
393 261 157
394 1657 630
394 1586 544
394 2146 350
395 2965 539
395 6642 160
395 2328 705
396 1224 843
396 4038 640
396 4908 694
397 6169 43
397 9510 978
397 4939 545
398 6008 626
398 6629 177
398 3759 646
399 9630 608
399 3385 732
399 3954 3
400 3424 256
400 4323 923
400 8605 576
401 8572 493
401 5775 374
401 8558 316
402 8957 990
402 8897 981
402 2008 928
403 9906 794
403 6219 755
403 1685 544
404 7720 774
404 1336 424
404 9929 522
405 6871 822
405 8551 93
405 8970 64
406 3522 263
406 7525 932
406 4682 30
407 3886 496
407 6593 197
407 3988 922
408 5892 879
408 9065 42
408 8756 799
409 9943 962
409 9515 938
409 4146 983
410 8399 366
410 7573 37
410 3968 389
411 6239 578
411 3128 38
411 5675 553
412 7816 123
412 2757 12
412 9835 279
413 8459 587
413 3022 762
413 6638 536
414 9735 565
414 3755 637
414 404 776
415 5871 325
415 6839 148
415 2495 615
416 5241 447
416 8359 247
416 9959 960
417 17 318
417 1955 368
417 539 48
418 1829 443
418 2531 547
418 4458 59
419 2683 860
419 7248 633
419 909 91
420 3910 192
420 6360 652
420 6959 344
421 5747 688
421 8395 336
421 6197 601
422 158 492
422 815 483
422 7250 212
423 6735 627
423 1132 254
423 2199 254
424 3047 495
424 1355 27
424 2925 2
425 2856 17
425 3823 349
425 3738 985
426 3264 828
426 2682 426
426 51 849
427 2858 300
427 1565 252
427 4830 153
428 8308 502
428 1398 49
428 849 448
429 844 601
429 5694 70
429 5072 257
430 4444 157
430 6466 470
430 5723 797
431 6589 586
431 8809 76
431 9460 367
432 5974 813
432 278 697
432 8889 161
433 8156 499
433 9158 891
433 5596 229
434 7841 728
434 8193 915
434 2106 638
435 636 168
435 7006 290
435 4012 344
436 1084 461
436 5899 650
436 9667 271
437 7717 788
437 3286 437
437 2570 712
438 2308 322
438 6769 578
438 5770 680
439 5647 197
439 5513 183
439 1807 474
440 6307 938
440 3041 631
440 8550 287
441 625 993
441 9588 698
441 5860 16
442 8664 662
442 6603 22
442 3592 755
443 9005 649
443 9995 566
443 1134 76
444 955 364
444 8710 74
444 6327 18
445 1228 371
445 9417 784
445 2730 201
446 5878 204
446 7398 11
446 4811 896
447 362 835
447 8549 378
447 971 194
448 882 455
448 1406 52
448 5867 857
449 8201 224
449 1919 95
449 1927 968
450 9945 63
450 5214 483
450 3891 328
451 6346 283
451 5927 102
451 1780 631
452 6785 935
452 8457 463
452 7147 372
453 8722 855
453 807 547
453 667 312
454 3594 724
454 2030 998
454 6523 397
455 3740 923
455 913 972
455 8264 560
456 4129 477
456 8789 971
456 3788 924
457 2415 117
457 4583 721
457 1374 326
458 7487 390
458 7531 776
458 1562 1000
459 1733 999
459 5852 564
459 8614 933
460 5581 95
460 3619 973
460 8727 809
461 9808 536
461 8581 171
461 1620 418
462 8903 109
462 1453 624
462 7985 484
463 1756 954
463 6014 930
463 9909 626
464 4824 518
464 516 565
464 8283 279
465 3862 270
465 7714 770
465 1241 720
466 8824 122
466 6171 317
466 5175 573
467 4617 587
467 1312 520
467 3084 224
468 3028 123
468 2036 989
468 6509 713
469 8813 671
469 5510 697
469 4583 684
470 477 295
470 1411 882
470 2806 454
471 4604 322
471 4395 140
471 1938 136
472 9700 595
472 8030 571
472 9710 765
473 2309 893
473 7529 886
473 2145 143
474 5038 850
474 8978 565
474 9117 241
475 1072 458
475 7179 85
475 4515 873
476 288 725
476 6627 983
476 9610 254
477 4538 453
477 5424 617
477 2275 692
478 576 214
478 2769 45
478 3803 897
479 4047 470
479 9351 550
479 4569 340
480 243 84
480 9723 714
480 9698 351
481 2639 881
481 8824 533
481 1460 933
482 7355 752
482 552 890
482 6928 502
483 4715 871
483 5699 161
483 9430 750
484 2564 151
484 461 842
484 889 467
485 90 726
485 647 167
485 5918 159
486 5945 182
486 4838 846
486 7423 100
487 5593 336
487 1441 417
487 7487 49
488 3606 121
488 738 521
488 1888 808
489 7339 193
489 5941 188
489 6448 275
490 4226 867
490 9867 797
490 8698 97
491 1165 499
491 3399 984
491 3548 471
492 9751 233
492 3886 805
492 2729 875
493 8000 357
493 3377 290
493 6884 774
494 5051 9
494 3703 885
494 5997 429
495 103 688
495 9518 164
495 112 751
496 2904 316
496 6915 843
496 9939 38
497 9162 250
497 3351 200
497 234 833
498 1270 671
498 8787 762
498 9105 794
499 438 895
499 3233 9
499 1622 657
500 2321 742
500 9709 193
500 3953 118
501 8847 528
501 2412 141
501 4616 557
502 775 572
502 221 725
502 218 571
503 9109 672
503 5543 440
503 6908 592
504 4485 706
504 5640 608
504 7727 121
505 9889 119
505 582 611
505 2591 274
506 3728 51
506 2440 932
506 7367 435
507 6954 208
507 4339 569
507 8951 824
508 1899 589
508 4253 9
508 7676 138
509 9999 970
509 622 807
509 7795 184
510 4098 333
510 7292 138
510 363 15
511 4977 425
511 9563 785
511 5801 623
512 6090 122
512 3767 941
512 9703 372
513 989 538
513 1615 882
513 7834 412
514 7062 720
514 1310 530
514 3042 248
515 7021 690
515 3101 858
515 2318 629
516 8038 596
516 3994 332
516 1744 871
517 6189 651
517 8102 146
517 2637 454
518 4680 312
518 7198 380
518 8468 765
519 1736 257
519 9309 494
519 8024 756
520 1810 920
520 1781 106
520 889 155
521 6123 914
521 914 495
521 5208 661
522 3313 752
522 9292 894
522 1704 733
523 7305 776
523 5977 678
523 672 670
524 3170 698
524 6203 564
524 3273 135
525 8133 122
525 5995 640
525 8322 867
526 9308 734
526 5936 541
526 560 835
527 7823 294
527 4532 589
527 385 933
528 645 369
528 9431 414
528 631 785
529 2999 261
529 9721 977
529 7755 712
530 4081 497
530 7467 287
530 9614 117
531 9459 578
531 404 394
531 9818 717
532 7927 883
532 5485 831
532 9796 662
533 5437 488
533 992 724
533 1749 659
534 4108 561
534 9427 755
534 6530 947
535 4113 99
535 9143 56
535 7206 935
536 4860 202
536 8555 824
536 7376 455
537 5546 69
537 5770 983
537 4519 956
538 2157 589
538 5418 987
538 8928 410
539 5248 621
539 7950 957
539 6876 423
540 3785 901
540 1257 311
540 2126 296
541 903 172
541 7190 999
541 6137 282
542 7957 531
542 2866 75
542 4970 832
543 6179 983
543 6612 153
543 4314 798
544 9920 579
544 1085 423
544 7277 118
545 1422 54
545 1241 148
545 7603 406
546 411 933
546 1876 726
546 8361 804
547 202 481
547 5662 798
547 2765 597
548 9410 467
548 8651 844
548 2971 59
549 1380 145
549 9077 285
549 2673 29
550 5780 592
550 9871 884
550 9730 381
551 7111 143
551 6816 262
551 4055 732
552 5717 267
552 3222 304
552 6590 342
553 135 658
553 6014 619
553 2129 509
554 5348 660
554 8104 641
554 6244 100
555 1199 760
555 3433 604
555 9819 988
556 1358 718
556 9195 726
556 1266 72
557 3255 97
557 1359 271
557 1994 854
558 3416 989
558 6996 715
558 5562 497
559 5047 746
559 6524 673
559 422 637
560 7250 478
560 1931 830
560 6305 370
561 1918 39
561 5853 366
561 168 585
562 5671 813
562 2732 192
562 2439 753
563 5840 384
563 2736 472
563 7583 955
564 4966 145
564 1914 480
564 2656 519
565 368 910
565 7315 277
565 101 50
566 7410 947
566 6727 926
566 6323 799
567 3705 306
567 423 66
567 7833 912
568 1770 208
568 6933 34
568 8202 155
569 8959 29
569 5793 480
569 5586 44
570 4662 180
570 138 530
570 7013 989
571 3314 688
571 4888 847
571 1865 464
572 4440 46
572 6624 348
572 3509 692
573 3527 906
573 6069 264
573 5384 926
574 8188 35
574 2142 94
574 969 802
575 314 171
575 5965 176
575 5371 200
576 8481 489
576 3426 287
576 1268 865
577 9294 885
577 4496 589
577 5822 559
578 6901 414
578 2756 302
578 1858 39
579 908 389
579 1122 781
579 8449 246
580 7825 425
580 7889 963
580 3450 788
581 1273 584
581 1429 459
581 6932 652
582 9585 61
582 9911 370
582 8721 491
583 198 505
583 4308 209
583 9277 13
584 8439 873
584 7550 655
584 1589 371
585 7716 807
585 3999 991
585 295 55
586 5473 958
586 5837 970
586 1202 925
587 407 358
587 5955 382
587 5691 815
588 6304 473
588 4765 201
588 6072 834
589 6746 123
589 4525 592
589 4857 304
590 2894 880
590 7378 893
590 3065 83
591 9463 813
591 7408 387
591 8324 213
592 8392 648
592 3121 505
592 4831 294
593 3456 931
593 3567 412
593 4255 995
594 1152 214
594 8798 707
594 3603 284
595 483 670
595 7874 255
595 7539 668
596 2040 305
596 8195 740
596 665 532
597 1528 205
597 9640 18
597 993 577
598 545 989
598 1921 955
598 2193 6
599 6035 814
599 8804 141
599 7605 949
600 5283 929
600 8212 83
600 6065 963
601 6904 623
601 2653 366
601 2065 905
602 471 115
602 5589 496
602 7036 799
603 1381 538
603 4972 929
603 7567 175
604 6771 427
604 1077 404
604 9 442
605 2249 302
605 1507 525
605 8036 731
606 2761 796
606 3590 196
606 7671 363
607 5178 466
607 8775 499
607 751 379
608 2337 96
608 1093 670
608 3800 517
609 4089 873
609 865 784
609 5356 999
610 8681 163
610 878 227
610 1961 320
611 2356 263
611 3428 581
611 3833 890
612 4732 383
612 6411 599
612 2237 83
613 2792 694
613 1136 633
613 4194 880
614 8695 310
614 5975 343
614 8971 761
615 840 232
615 6672 90
615 8307 878
616 9484 467
616 2601 339
616 3068 359
617 5092 153
617 1835 307
617 7676 185
618 2388 56
618 4066 540
618 8677 598
619 6135 426
619 9753 3
619 7756 650
620 1371 346
620 5020 944
620 2980 646
621 3285 590
621 2603 426
621 7567 677
622 8939 188
622 4863 147
622 3471 339
623 4295 602
623 9458 457
623 7850 351
624 8411 751
624 7612 673
624 4057 601
625 1182 41
625 8529 623
625 9548 653
626 1976 38
626 7293 340
626 7155 726
627 3521 73
627 6401 973
627 8708 5
628 7631 613
628 8286 256
628 1006 855
629 1654 153
629 8473 798
629 6165 355
630 4410 597
630 9698 103
630 9880 105
631 2355 455
631 5898 79
631 1977 767
632 7918 490
632 2232 863
632 9346 432
633 1940 645
633 5193 38
633 2371 975
634 5973 833
634 7562 358
634 2173 590
635 1422 867
635 6027 673
635 2992 443
636 4509 170
636 9224 954
636 9350 406
637 6787 11
637 8941 823
637 6638 216
638 901 884
638 479 671
638 8982 241
639 5175 210
639 9286 931
639 7462 380
640 6385 187
640 3363 224
640 1854 549
641 4288 55
641 598 289
641 9436 570
642 7606 996
642 3649 805
642 8087 279
643 2636 173
643 1674 168
643 2493 692
644 560 860
644 8481 676
644 6383 310
645 3880 370
645 6048 502
645 8488 509
646 4029 436
646 777 836
646 2158 872
647 415 910
647 172 320
647 5681 413
648 2049 750
648 6428 971
648 3462 554
649 4235 855
649 4163 581
649 2696 586
650 2116 790
650 6743 403
650 9374 363
651 9335 556
651 9230 93
651 5648 938
652 9331 847
652 4121 220
652 1158 841
653 6983 806
653 2204 970
653 8897 984
654 3166 538
654 3995 851
654 5829 770
655 6516 639
655 4332 838
655 4547 325
656 289 331
656 9020 233
656 8173 697
657 7591 875
657 8548 170
657 8951 802
658 819 846
658 3866 112
658 3348 936
659 599 641
659 3651 895
659 3407 632
660 9036 879
660 656 801
660 7733 424
661 7544 260
661 297 795
661 6664 817
662 3798 874
662 8447 849
662 484 608
663 5829 327
663 235 896
663 2410 739
664 5217 104
664 2014 973
664 6015 416
665 5424 383
665 4226 794
665 8368 24
666 8939 273
666 6317 824
666 9642 960
667 3396 812
667 710 417
667 8821 287
668 5196 682
668 7110 516
668 1205 544
669 547 767
669 579 593
669 9111 270
670 5890 416
670 8015 839
670 1946 738
671 1701 661
671 8760 643
671 7815 982
672 1672 786
672 240 342
672 9715 420
673 9487 732
673 3588 946
673 6775 92
674 6243 1000
674 6777 550
674 8032 345
675 7887 184
675 3022 917
675 5589 457
676 7385 762
